,City,Cause_Category,Cause_Subcategory,Incident_Outcome,Accident_Count
4723,Aurangabad,Road Features,Others,Persons Killed,0.0
4724,Aurangabad,Road Features,Others,Total Injured,0.0
4725,Aurangabad,Road Features,Pot Holes,Greviously Injured,0.0
4726,Aurangabad,Road Features,Pot Holes,Minor Injury,0.0
4727,Aurangabad,Road Features,Pot Holes,Total number of Accidents,0.0
4728,Aurangabad,Road Features,Pot Holes,Persons Killed,0.0
4729,Aurangabad,Road Features,Pot Holes,Total Injured,0.0
4730,Aurangabad,Road Features,Steep Grade,Greviously Injured,1.0
4731,Aurangabad,Road Features,Steep Grade,Minor Injury,0.0
4732,Aurangabad,Road Features,Steep Grade,Total number of Accidents,1.0
4733,Aurangabad,Road Features,Steep Grade,Persons Killed,0.0
4734,Aurangabad,Road Features,Steep Grade,Total Injured,1.0
4735,Aurangabad,Road Features,Straight Road,Greviously Injured,206.0
4736,Aurangabad,Road Features,Straight Road,Minor Injury,66.0
4737,Aurangabad,Road Features,Straight Road,Total number of Accidents,382.0
4738,Aurangabad,Road Features,Straight Road,Persons Killed,127.0
4739,Aurangabad,Road Features,Straight Road,Total Injured,272.0
4740,Bengaluru,Road Features,Bridge,Greviously Injured,61.0
4741,Bengaluru,Road Features,Bridge,Minor Injury,22.0
4742,Bengaluru,Road Features,Bridge,Total number of Accidents,103.0
4743,Bengaluru,Road Features,Bridge,Persons Killed,26.0
4744,Bengaluru,Road Features,Bridge,Total Injured,83.0
4745,Bengaluru,Road Features,Culvert,Greviously Injured,2.0
4746,Bengaluru,Road Features,Culvert,Minor Injury,2.0
4747,Bengaluru,Road Features,Culvert,Total number of Accidents,6.0
4748,Bengaluru,Road Features,Culvert,Persons Killed,1.0
4749,Bengaluru,Road Features,Culvert,Total Injured,4.0
4750,Bengaluru,Road Features,Curved Road,Greviously Injured,149.0
4751,Bengaluru,Road Features,Curved Road,Minor Injury,104.0
4752,Bengaluru,Road Features,Curved Road,Total number of Accidents,291.0
4753,Bengaluru,Road Features,Curved Road,Persons Killed,62.0
4754,Bengaluru,Road Features,Curved Road,Total Injured,253.0
4755,Bengaluru,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,24.0
4756,Bengaluru,Road Features,Ongoing Road Works/Under Construction,Minor Injury,24.0
4757,Bengaluru,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,49.0
4758,Bengaluru,Road Features,Ongoing Road Works/Under Construction,Persons Killed,8.0
4759,Bengaluru,Road Features,Ongoing Road Works/Under Construction,Total Injured,48.0
4760,Bengaluru,Road Features,Others,Greviously Injured,0.0
4761,Bengaluru,Road Features,Others,Minor Injury,0.0
4762,Bengaluru,Road Features,Others,Total number of Accidents,0.0
4763,Bengaluru,Road Features,Others,Persons Killed,0.0
4764,Bengaluru,Road Features,Others,Total Injured,0.0
4765,Bengaluru,Road Features,Pot Holes,Greviously Injured,1.0
4766,Bengaluru,Road Features,Pot Holes,Minor Injury,0.0
4767,Bengaluru,Road Features,Pot Holes,Total number of Accidents,2.0
4768,Bengaluru,Road Features,Pot Holes,Persons Killed,1.0
4769,Bengaluru,Road Features,Pot Holes,Total Injured,1.0
4770,Bengaluru,Road Features,Steep Grade,Greviously Injured,7.0
4771,Bengaluru,Road Features,Steep Grade,Minor Injury,2.0
4772,Bengaluru,Road Features,Steep Grade,Total number of Accidents,9.0
4773,Bengaluru,Road Features,Steep Grade,Persons Killed,2.0
4774,Bengaluru,Road Features,Steep Grade,Total Injured,9.0
4775,Bengaluru,Road Features,Straight Road,Greviously Injured,1463.0
4776,Bengaluru,Road Features,Straight Road,Minor Injury,890.0
4777,Bengaluru,Road Features,Straight Road,Total number of Accidents,2773.0
4778,Bengaluru,Road Features,Straight Road,Persons Killed,546.0
4779,Bengaluru,Road Features,Straight Road,Total Injured,2353.0
4780,Bhopal,Road Features,Bridge,Greviously Injured,0.0
4781,Bhopal,Road Features,Bridge,Minor Injury,36.0
4782,Bhopal,Road Features,Bridge,Total number of Accidents,45.0
4783,Bhopal,Road Features,Bridge,Persons Killed,5.0
4784,Bhopal,Road Features,Bridge,Total Injured,36.0
4785,Bhopal,Road Features,Culvert,Greviously Injured,0.0
4786,Bhopal,Road Features,Culvert,Minor Injury,0.0
4787,Bhopal,Road Features,Culvert,Total number of Accidents,1.0
4788,Bhopal,Road Features,Culvert,Persons Killed,1.0
4789,Bhopal,Road Features,Culvert,Total Injured,0.0
4790,Bhopal,Road Features,Curved Road,Greviously Injured,8.0
4791,Bhopal,Road Features,Curved Road,Minor Injury,255.0
4792,Bhopal,Road Features,Curved Road,Total number of Accidents,290.0
4793,Bhopal,Road Features,Curved Road,Persons Killed,10.0
4794,Bhopal,Road Features,Curved Road,Total Injured,263.0
4795,Bhopal,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,0.0
4796,Bhopal,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0.0
4797,Bhopal,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,0.0
4798,Bhopal,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0.0
4799,Bhopal,Road Features,Ongoing Road Works/Under Construction,Total Injured,0.0
4800,Bhopal,Road Features,Others,Greviously Injured,52.0
4801,Bhopal,Road Features,Others,Minor Injury,631.0
4802,Bhopal,Road Features,Others,Total number of Accidents,813.0
4803,Bhopal,Road Features,Others,Persons Killed,69.0
4804,Bhopal,Road Features,Others,Total Injured,683.0
4805,Bhopal,Road Features,Pot Holes,Greviously Injured,0.0
4806,Bhopal,Road Features,Pot Holes,Minor Injury,0.0
4807,Bhopal,Road Features,Pot Holes,Total number of Accidents,0.0
4808,Bhopal,Road Features,Pot Holes,Persons Killed,0.0
4809,Bhopal,Road Features,Pot Holes,Total Injured,0.0
4810,Bhopal,Road Features,Steep Grade,Greviously Injured,0.0
4811,Bhopal,Road Features,Steep Grade,Minor Injury,0.0
4812,Bhopal,Road Features,Steep Grade,Total number of Accidents,0.0
4813,Bhopal,Road Features,Steep Grade,Persons Killed,0.0
4814,Bhopal,Road Features,Steep Grade,Total Injured,0.0
4815,Bhopal,Road Features,Straight Road,Greviously Injured,126.0
4816,Bhopal,Road Features,Straight Road,Minor Injury,699.0
4817,Bhopal,Road Features,Straight Road,Total number of Accidents,1146.0
4818,Bhopal,Road Features,Straight Road,Persons Killed,152.0
4819,Bhopal,Road Features,Straight Road,Total Injured,825.0
4820,Chandigarh,Road Features,Bridge,Greviously Injured,0.0
4821,Chandigarh,Road Features,Bridge,Minor Injury,0.0
4822,Chandigarh,Road Features,Bridge,Total number of Accidents,0.0
4823,Chandigarh,Road Features,Bridge,Persons Killed,0.0
4824,Chandigarh,Road Features,Bridge,Total Injured,0.0
4825,Chandigarh,Road Features,Culvert,Greviously Injured,0.0
4826,Chandigarh,Road Features,Culvert,Minor Injury,0.0
4827,Chandigarh,Road Features,Culvert,Total number of Accidents,0.0
4828,Chandigarh,Road Features,Culvert,Persons Killed,0.0
4829,Chandigarh,Road Features,Culvert,Total Injured,0.0
4830,Chandigarh,Road Features,Curved Road,Greviously Injured,0.0
4831,Chandigarh,Road Features,Curved Road,Minor Injury,0.0
4832,Chandigarh,Road Features,Curved Road,Total number of Accidents,0.0
4833,Chandigarh,Road Features,Curved Road,Persons Killed,0.0
4834,Chandigarh,Road Features,Curved Road,Total Injured,0.0
4835,Chandigarh,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,0.0
4836,Chandigarh,Road Features,Ongoing Road Works/Under Construction,Minor Injury,0.0
4837,Chandigarh,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,0.0
4838,Chandigarh,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0.0
4839,Chandigarh,Road Features,Ongoing Road Works/Under Construction,Total Injured,0.0
4840,Chandigarh,Road Features,Others,Greviously Injured,0.0
4841,Chandigarh,Road Features,Others,Minor Injury,0.0
4842,Chandigarh,Road Features,Others,Total number of Accidents,0.0
4843,Chandigarh,Road Features,Others,Persons Killed,0.0
4844,Chandigarh,Road Features,Others,Total Injured,0.0
4845,Chandigarh,Road Features,Pot Holes,Greviously Injured,0.0
4846,Chandigarh,Road Features,Pot Holes,Minor Injury,0.0
4847,Chandigarh,Road Features,Pot Holes,Total number of Accidents,0.0
4848,Chandigarh,Road Features,Pot Holes,Persons Killed,0.0
4849,Chandigarh,Road Features,Pot Holes,Total Injured,0.0
4850,Chandigarh,Road Features,Steep Grade,Greviously Injured,0.0
4851,Chandigarh,Road Features,Steep Grade,Minor Injury,0.0
4852,Chandigarh,Road Features,Steep Grade,Total number of Accidents,0.0
4853,Chandigarh,Road Features,Steep Grade,Persons Killed,0.0
4854,Chandigarh,Road Features,Steep Grade,Total Injured,0.0
4855,Chandigarh,Road Features,Straight Road,Greviously Injured,14.0
4856,Chandigarh,Road Features,Straight Road,Minor Injury,134.0
4857,Chandigarh,Road Features,Straight Road,Total number of Accidents,159.0
4858,Chandigarh,Road Features,Straight Road,Persons Killed,53.0
4859,Chandigarh,Road Features,Straight Road,Total Injured,148.0
4860,Chennai,Road Features,Bridge,Greviously Injured,127.0
4861,Chennai,Road Features,Bridge,Minor Injury,633.0
4862,Chennai,Road Features,Bridge,Total number of Accidents,814.0
4863,Chennai,Road Features,Bridge,Persons Killed,153.0
4864,Chennai,Road Features,Bridge,Total Injured,760.0
4865,Chennai,Road Features,Culvert,Greviously Injured,89.0
4866,Chennai,Road Features,Culvert,Minor Injury,159.0
4867,Chennai,Road Features,Culvert,Total number of Accidents,221.0
4868,Chennai,Road Features,Culvert,Persons Killed,17.0
4869,Chennai,Road Features,Culvert,Total Injured,248.0
4870,Chennai,Road Features,Curved Road,Greviously Injured,158.0
4871,Chennai,Road Features,Curved Road,Minor Injury,624.0
4872,Chennai,Road Features,Curved Road,Total number of Accidents,650.0
4873,Chennai,Road Features,Curved Road,Persons Killed,80.0
4874,Chennai,Road Features,Curved Road,Total Injured,782.0
4875,Chennai,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,71.0
4876,Chennai,Road Features,Ongoing Road Works/Under Construction,Minor Injury,111.0
4877,Chennai,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,191.0
4878,Chennai,Road Features,Ongoing Road Works/Under Construction,Persons Killed,44.0
4879,Chennai,Road Features,Ongoing Road Works/Under Construction,Total Injured,182.0
4880,Chennai,Road Features,Others,Greviously Injured,126.0
4881,Chennai,Road Features,Others,Minor Injury,528.0
4882,Chennai,Road Features,Others,Total number of Accidents,751.0
4883,Chennai,Road Features,Others,Persons Killed,209.0
4884,Chennai,Road Features,Others,Total Injured,654.0
4885,Chennai,Road Features,Pot Holes,Greviously Injured,23.0
4886,Chennai,Road Features,Pot Holes,Minor Injury,179.0
4887,Chennai,Road Features,Pot Holes,Total number of Accidents,159.0
4888,Chennai,Road Features,Pot Holes,Persons Killed,9.0
4889,Chennai,Road Features,Pot Holes,Total Injured,202.0
4890,Chennai,Road Features,Steep Grade,Greviously Injured,37.0
4891,Chennai,Road Features,Steep Grade,Minor Injury,309.0
4892,Chennai,Road Features,Steep Grade,Total number of Accidents,326.0
4893,Chennai,Road Features,Steep Grade,Persons Killed,19.0
4894,Chennai,Road Features,Steep Grade,Total Injured,346.0
4895,Chennai,Road Features,Straight Road,Greviously Injured,310.0
4896,Chennai,Road Features,Straight Road,Minor Injury,779.0
4897,Chennai,Road Features,Straight Road,Total number of Accidents,1277.0
4898,Chennai,Road Features,Straight Road,Persons Killed,341.0
4899,Chennai,Road Features,Straight Road,Total Injured,1089.0
4900,Coimbatore,Road Features,Bridge,Greviously Injured,12.0
4901,Coimbatore,Road Features,Bridge,Minor Injury,20.0
4902,Coimbatore,Road Features,Bridge,Total number of Accidents,35.0
4903,Coimbatore,Road Features,Bridge,Persons Killed,3.5
4904,Coimbatore,Road Features,Bridge,Total Injured,32.0
4905,Coimbatore,Road Features,Culvert,Greviously Injured,11.0
4906,Coimbatore,Road Features,Culvert,Minor Injury,15.0
4907,Coimbatore,Road Features,Culvert,Total number of Accidents,25.0
4908,Coimbatore,Road Features,Culvert,Persons Killed,0.0
4909,Coimbatore,Road Features,Culvert,Total Injured,26.0
4910,Coimbatore,Road Features,Curved Road,Greviously Injured,52.0
4911,Coimbatore,Road Features,Curved Road,Minor Injury,67.0
4912,Coimbatore,Road Features,Curved Road,Total number of Accidents,123.0
4913,Coimbatore,Road Features,Curved Road,Persons Killed,15.75
4914,Coimbatore,Road Features,Curved Road,Total Injured,119.0
4915,Coimbatore,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,28.0
4916,Coimbatore,Road Features,Ongoing Road Works/Under Construction,Minor Injury,32.0
4917,Coimbatore,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,59.0
4918,Coimbatore,Road Features,Ongoing Road Works/Under Construction,Persons Killed,1.75
4919,Coimbatore,Road Features,Ongoing Road Works/Under Construction,Total Injured,60.0
4920,Coimbatore,Road Features,Others,Greviously Injured,0.0
4921,Coimbatore,Road Features,Others,Minor Injury,0.0
4922,Coimbatore,Road Features,Others,Total number of Accidents,0.0
4923,Coimbatore,Road Features,Others,Persons Killed,0.0
4924,Coimbatore,Road Features,Others,Total Injured,0.0
4925,Coimbatore,Road Features,Pot Holes,Greviously Injured,0.0
4926,Coimbatore,Road Features,Pot Holes,Minor Injury,0.0
4927,Coimbatore,Road Features,Pot Holes,Total number of Accidents,0.0
4928,Coimbatore,Road Features,Pot Holes,Persons Killed,0.0
4929,Coimbatore,Road Features,Pot Holes,Total Injured,0.0
4930,Coimbatore,Road Features,Steep Grade,Greviously Injured,0.0
4931,Coimbatore,Road Features,Steep Grade,Minor Injury,0.0
4932,Coimbatore,Road Features,Steep Grade,Total number of Accidents,0.0
4933,Coimbatore,Road Features,Steep Grade,Persons Killed,0.0
4934,Coimbatore,Road Features,Steep Grade,Total Injured,0.0
4935,Coimbatore,Road Features,Straight Road,Greviously Injured,244.0
4936,Coimbatore,Road Features,Straight Road,Minor Injury,241.0
4937,Coimbatore,Road Features,Straight Road,Total number of Accidents,465.0
4938,Coimbatore,Road Features,Straight Road,Persons Killed,44.0
4939,Coimbatore,Road Features,Straight Road,Total Injured,485.0
4940,Delhi,Road Features,Bridge,Greviously Injured,7.0
4941,Delhi,Road Features,Bridge,Minor Injury,152.0
4942,Delhi,Road Features,Bridge,Total number of Accidents,217.0
4943,Delhi,Road Features,Bridge,Persons Killed,79.0
4944,Delhi,Road Features,Bridge,Total Injured,159.0
4945,Delhi,Road Features,Culvert,Greviously Injured,4.0
4946,Delhi,Road Features,Culvert,Minor Injury,30.0
4947,Delhi,Road Features,Culvert,Total number of Accidents,37.0
4948,Delhi,Road Features,Culvert,Persons Killed,7.0
4949,Delhi,Road Features,Culvert,Total Injured,34.0
4950,Delhi,Road Features,Curved Road,Greviously Injured,21.0
4951,Delhi,Road Features,Curved Road,Minor Injury,308.0
4952,Delhi,Road Features,Curved Road,Total number of Accidents,398.0
4953,Delhi,Road Features,Curved Road,Persons Killed,122.0
4954,Delhi,Road Features,Curved Road,Total Injured,329.0
4955,Delhi,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,6.0
4956,Delhi,Road Features,Ongoing Road Works/Under Construction,Minor Injury,95.0
4957,Delhi,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,110.0
4958,Delhi,Road Features,Ongoing Road Works/Under Construction,Persons Killed,36.0
4959,Delhi,Road Features,Ongoing Road Works/Under Construction,Total Injured,101.0
4960,Delhi,Road Features,Others,Greviously Injured,67.0
4961,Delhi,Road Features,Others,Minor Injury,816.0
4962,Delhi,Road Features,Others,Total number of Accidents,936.0
4963,Delhi,Road Features,Others,Persons Killed,206.0
4964,Delhi,Road Features,Others,Total Injured,883.0
4965,Delhi,Road Features,Pot Holes,Greviously Injured,5.0
4966,Delhi,Road Features,Pot Holes,Minor Injury,44.0
4967,Delhi,Road Features,Pot Holes,Total number of Accidents,55.0
4968,Delhi,Road Features,Pot Holes,Persons Killed,13.0
4969,Delhi,Road Features,Pot Holes,Total Injured,49.0
4970,Delhi,Road Features,Steep Grade,Greviously Injured,1.0
4971,Delhi,Road Features,Steep Grade,Minor Injury,20.0
4972,Delhi,Road Features,Steep Grade,Total number of Accidents,23.0
4973,Delhi,Road Features,Steep Grade,Persons Killed,11.0
4974,Delhi,Road Features,Steep Grade,Total Injured,21.0
4975,Delhi,Road Features,Straight Road,Greviously Injured,101.0
4976,Delhi,Road Features,Straight Road,Minor Injury,1985.0
4977,Delhi,Road Features,Straight Road,Total number of Accidents,2402.0
4978,Delhi,Road Features,Straight Road,Persons Killed,722.0
4979,Delhi,Road Features,Straight Road,Total Injured,2086.0
4980,Dhanbad,Road Features,Bridge,Greviously Injured,4.0
4981,Dhanbad,Road Features,Bridge,Minor Injury,2.0
4982,Dhanbad,Road Features,Bridge,Total number of Accidents,8.0
4983,Dhanbad,Road Features,Bridge,Persons Killed,6.0
4984,Dhanbad,Road Features,Bridge,Total Injured,6.0
4985,Dhanbad,Road Features,Culvert,Greviously Injured,5.0
4986,Dhanbad,Road Features,Culvert,Minor Injury,4.0
4987,Dhanbad,Road Features,Culvert,Total number of Accidents,9.0
4988,Dhanbad,Road Features,Culvert,Persons Killed,3.0
4989,Dhanbad,Road Features,Culvert,Total Injured,9.0
4990,Dhanbad,Road Features,Curved Road,Greviously Injured,39.0
4991,Dhanbad,Road Features,Curved Road,Minor Injury,13.0
4992,Dhanbad,Road Features,Curved Road,Total number of Accidents,82.0
4993,Dhanbad,Road Features,Curved Road,Persons Killed,25.0
4994,Dhanbad,Road Features,Curved Road,Total Injured,52.0
4995,Dhanbad,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,4.0
4996,Dhanbad,Road Features,Ongoing Road Works/Under Construction,Minor Injury,1.0
4997,Dhanbad,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,8.0
4998,Dhanbad,Road Features,Ongoing Road Works/Under Construction,Persons Killed,7.0
4999,Dhanbad,Road Features,Ongoing Road Works/Under Construction,Total Injured,5.0
5000,Dhanbad,Road Features,Others,Greviously Injured,12.0
5001,Dhanbad,Road Features,Others,Minor Injury,2.0
5002,Dhanbad,Road Features,Others,Total number of Accidents,27.0
5003,Dhanbad,Road Features,Others,Persons Killed,21.0
5004,Dhanbad,Road Features,Others,Total Injured,14.0
5005,Dhanbad,Road Features,Pot Holes,Greviously Injured,1.0
5006,Dhanbad,Road Features,Pot Holes,Minor Injury,2.0
5007,Dhanbad,Road Features,Pot Holes,Total number of Accidents,4.0
5008,Dhanbad,Road Features,Pot Holes,Persons Killed,3.0
5009,Dhanbad,Road Features,Pot Holes,Total Injured,3.0
5010,Dhanbad,Road Features,Steep Grade,Greviously Injured,0.0
5011,Dhanbad,Road Features,Steep Grade,Minor Injury,0.0
5012,Dhanbad,Road Features,Steep Grade,Total number of Accidents,6.0
5013,Dhanbad,Road Features,Steep Grade,Persons Killed,7.0
5014,Dhanbad,Road Features,Steep Grade,Total Injured,0.0
5015,Dhanbad,Road Features,Straight Road,Greviously Injured,7.0
5016,Dhanbad,Road Features,Straight Road,Minor Injury,2.0
5017,Dhanbad,Road Features,Straight Road,Total number of Accidents,20.0
5018,Dhanbad,Road Features,Straight Road,Persons Killed,11.0
5019,Dhanbad,Road Features,Straight Road,Total Injured,9.0
5020,Faridabad,Road Features,Bridge,Greviously Injured,7.0
5021,Faridabad,Road Features,Bridge,Minor Injury,40.0
5022,Faridabad,Road Features,Bridge,Total number of Accidents,47.0
5023,Faridabad,Road Features,Bridge,Persons Killed,16.0
5024,Faridabad,Road Features,Bridge,Total Injured,47.0
5025,Faridabad,Road Features,Culvert,Greviously Injured,0.0
5026,Faridabad,Road Features,Culvert,Minor Injury,0.0
5027,Faridabad,Road Features,Culvert,Total number of Accidents,0.0
5028,Faridabad,Road Features,Culvert,Persons Killed,0.0
5029,Faridabad,Road Features,Culvert,Total Injured,0.0
5030,Faridabad,Road Features,Curved Road,Greviously Injured,0.0
5031,Faridabad,Road Features,Curved Road,Minor Injury,2.0
5032,Faridabad,Road Features,Curved Road,Total number of Accidents,2.0
5033,Faridabad,Road Features,Curved Road,Persons Killed,1.0
5034,Faridabad,Road Features,Curved Road,Total Injured,2.0
5035,Faridabad,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,0.0
5036,Faridabad,Road Features,Ongoing Road Works/Under Construction,Minor Injury,2.0
5037,Faridabad,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,2.0
5038,Faridabad,Road Features,Ongoing Road Works/Under Construction,Persons Killed,0.0
5039,Faridabad,Road Features,Ongoing Road Works/Under Construction,Total Injured,2.0
5040,Faridabad,Road Features,Others,Greviously Injured,0.0
5041,Faridabad,Road Features,Others,Minor Injury,0.0
5042,Faridabad,Road Features,Others,Total number of Accidents,0.0
5043,Faridabad,Road Features,Others,Persons Killed,0.0
5044,Faridabad,Road Features,Others,Total Injured,0.0
5045,Faridabad,Road Features,Pot Holes,Greviously Injured,0.0
5046,Faridabad,Road Features,Pot Holes,Minor Injury,0.0
5047,Faridabad,Road Features,Pot Holes,Total number of Accidents,0.0
5048,Faridabad,Road Features,Pot Holes,Persons Killed,0.0
5049,Faridabad,Road Features,Pot Holes,Total Injured,0.0
5050,Faridabad,Road Features,Steep Grade,Greviously Injured,0.0
5051,Faridabad,Road Features,Steep Grade,Minor Injury,0.0
5052,Faridabad,Road Features,Steep Grade,Total number of Accidents,0.0
5053,Faridabad,Road Features,Steep Grade,Persons Killed,0.0
5054,Faridabad,Road Features,Steep Grade,Total Injured,0.0
5055,Faridabad,Road Features,Straight Road,Greviously Injured,58.0
5056,Faridabad,Road Features,Straight Road,Minor Injury,312.0
5057,Faridabad,Road Features,Straight Road,Total number of Accidents,438.0
5058,Faridabad,Road Features,Straight Road,Persons Killed,178.0
5059,Faridabad,Road Features,Straight Road,Total Injured,370.0
5060,Ghaziabad,Road Features,Bridge,Greviously Injured,6.0
5061,Ghaziabad,Road Features,Bridge,Minor Injury,8.0
5062,Ghaziabad,Road Features,Bridge,Total number of Accidents,19.0
5063,Ghaziabad,Road Features,Bridge,Persons Killed,8.0
5064,Ghaziabad,Road Features,Bridge,Total Injured,14.0
5065,Ghaziabad,Road Features,Culvert,Greviously Injured,4.0
5066,Ghaziabad,Road Features,Culvert,Minor Injury,2.0
5067,Ghaziabad,Road Features,Culvert,Total number of Accidents,4.0
5068,Ghaziabad,Road Features,Culvert,Persons Killed,2.0
5069,Ghaziabad,Road Features,Culvert,Total Injured,6.0
5070,Ghaziabad,Road Features,Curved Road,Greviously Injured,16.0
5071,Ghaziabad,Road Features,Curved Road,Minor Injury,11.0
5072,Ghaziabad,Road Features,Curved Road,Total number of Accidents,47.0
5073,Ghaziabad,Road Features,Curved Road,Persons Killed,27.0
5074,Ghaziabad,Road Features,Curved Road,Total Injured,27.0
5075,Ghaziabad,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,8.0
5076,Ghaziabad,Road Features,Ongoing Road Works/Under Construction,Minor Injury,7.0
5077,Ghaziabad,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,17.0
5078,Ghaziabad,Road Features,Ongoing Road Works/Under Construction,Persons Killed,13.0
5079,Ghaziabad,Road Features,Ongoing Road Works/Under Construction,Total Injured,15.0
5080,Ghaziabad,Road Features,Others,Greviously Injured,138.0
5081,Ghaziabad,Road Features,Others,Minor Injury,83.0
5082,Ghaziabad,Road Features,Others,Total number of Accidents,309.0
5083,Ghaziabad,Road Features,Others,Persons Killed,147.0
5084,Ghaziabad,Road Features,Others,Total Injured,221.0
5085,Ghaziabad,Road Features,Pot Holes,Greviously Injured,0.0
5086,Ghaziabad,Road Features,Pot Holes,Minor Injury,0.0
5087,Ghaziabad,Road Features,Pot Holes,Total number of Accidents,0.0
5088,Ghaziabad,Road Features,Pot Holes,Persons Killed,0.0
5089,Ghaziabad,Road Features,Pot Holes,Total Injured,0.0
5090,Ghaziabad,Road Features,Steep Grade,Greviously Injured,0.0
5091,Ghaziabad,Road Features,Steep Grade,Minor Injury,0.0
5092,Ghaziabad,Road Features,Steep Grade,Total number of Accidents,0.0
5093,Ghaziabad,Road Features,Steep Grade,Persons Killed,0.0
5094,Ghaziabad,Road Features,Steep Grade,Total Injured,0.0
5095,Ghaziabad,Road Features,Straight Road,Greviously Injured,125.0
5096,Ghaziabad,Road Features,Straight Road,Minor Injury,57.0
5097,Ghaziabad,Road Features,Straight Road,Total number of Accidents,312.0
5098,Ghaziabad,Road Features,Straight Road,Persons Killed,129.0
5099,Ghaziabad,Road Features,Straight Road,Total Injured,182.0
5100,Gwalior,Road Features,Bridge,Greviously Injured,0.0
5101,Gwalior,Road Features,Bridge,Minor Injury,9.0
5102,Gwalior,Road Features,Bridge,Total number of Accidents,16.0
5103,Gwalior,Road Features,Bridge,Persons Killed,1.0
5104,Gwalior,Road Features,Bridge,Total Injured,9.0
5105,Gwalior,Road Features,Culvert,Greviously Injured,3.0
5106,Gwalior,Road Features,Culvert,Minor Injury,32.0
5107,Gwalior,Road Features,Culvert,Total number of Accidents,57.0
5108,Gwalior,Road Features,Culvert,Persons Killed,9.0
5109,Gwalior,Road Features,Culvert,Total Injured,35.0
5110,Gwalior,Road Features,Curved Road,Greviously Injured,13.0
5111,Gwalior,Road Features,Curved Road,Minor Injury,262.0
5112,Gwalior,Road Features,Curved Road,Total number of Accidents,344.0
5113,Gwalior,Road Features,Curved Road,Persons Killed,43.0
5114,Gwalior,Road Features,Curved Road,Total Injured,275.0
5115,Gwalior,Road Features,Ongoing Road Works/Under Construction,Greviously Injured,5.0
5116,Gwalior,Road Features,Ongoing Road Works/Under Construction,Minor Injury,82.0
5117,Gwalior,Road Features,Ongoing Road Works/Under Construction,Total number of Accidents,117.0
5118,Gwalior,Road Features,Ongoing Road Works/Under Construction,Persons Killed,11.0
5119,Gwalior,Road Features,Ongoing Road Works/Under Construction,Total Injured,87.0
5120,Gwalior,Road Features,Others,Greviously Injured,0.0
5121,Gwalior,Road Features,Others,Minor Injury,106.0
5122,Gwalior,Road Features,Others,Total number of Accidents,150.0
5123,Gwalior,Road Features,Others,Persons Killed,37.0
5124,Gwalior,Road Features,Others,Total Injured,106.0
5125,Gwalior,Road Features,Pot Holes,Greviously Injured,2.0
5126,Gwalior,Road Features,Pot Holes,Minor Injury,34.0
5127,Gwalior,Road Features,Pot Holes,Total number of Accidents,50.0
5128,Gwalior,Road Features,Pot Holes,Persons Killed,0.0
5129,Gwalior,Road Features,Pot Holes,Total Injured,36.0
5130,Gwalior,Road Features,Steep Grade,Greviously Injured,26.0
5131,Gwalior,Road Features,Steep Grade,Minor Injury,31.0
5132,Gwalior,Road Features,Steep Grade,Total number of Accidents,81.0
5133,Gwalior,Road Features,Steep Grade,Persons Killed,13.0
5134,Gwalior,Road Features,Steep Grade,Total Injured,57.0
5135,Gwalior,Road Features,Straight Road,Greviously Injured,46.0
5136,Gwalior,Road Features,Straight Road,Minor Injury,678.0
5137,Gwalior,Road Features,Straight Road,Total number of Accidents,984.0
5138,Gwalior,Road Features,Straight Road,Persons Killed,202.0
5139,Gwalior,Road Features,Straight Road,Total Injured,724.0
5140,Hyderabad,Road Features,Bridge,Greviously Injured,0.0
5141,Hyderabad,Road Features,Bridge,Minor Injury,9.0
5142,Hyderabad,Road Features,Bridge,Total number of Accidents,9.0
5143,Hyderabad,Road Features,Bridge,Persons Killed,2.0
5144,Hyderabad,Road Features,Bridge,Total Injured,9.0
5145,Hyderabad,Road Features,Culvert,Greviously Injured,0.0
5146,Hyderabad,Road Features,Culvert,Minor Injury,0.0
5147,Hyderabad,Road Features,Culvert,Total number of Accidents,0.0
5148,Hyderabad,Road Features,Culvert,Persons Killed,0.0
5149,Hyderabad,Road Features,Culvert,Total Injured,0.0
